OrganisationNo;LineDiscount;CustomerUnit;AccountManager;Municipality;County;Country;NoOfEmployees;Potential;AccessoryRatio;TargetAccessory;NSB;CPLow;Days;TargetDays;NrOfOrder;Software
9232;No;SMB Small;Unassigned_SE;Svedala;Skåne;Dustin Sweden;1,3;10907;0,338032;No;21137;0,090756493;21;986;3;Yes
9233;Yes;SMB Small;Unassigned_SE;Härryda;Västra Götaland;Dustin Sweden;1,8;21114;0,029769;No;9708;0,060608776;349;9999;2;No
9234;No;SMB Small;Unassigned_SE;Håbo;Uppsala;Dustin Sweden;1,8;19602;0,50795;No;51445,92;0,175391946;161;9999;3;No
9235;No;SMB Mid;Mid - Segmentet;Stockholm;Stockholm;Dustin Sweden;1,8;16182;0,037849;No;83886,03;0,088226013;146;693;11;Yes
9236;No;SMB Small;Unassigned_SE;Sigtuna;Stockholm;Dustin Sweden;1,3;0;1;No;1699;0,373078281;477;9999;3;No
9237;No;SMB Large;SMB SE Pool;Sundsvall;Västernorrland;Dustin Sweden;167;1731790;0,019701;No;24769,77;0,078495682;161;608;4;Yes
9238;No;SMB Small;Unassigned_NO;Oslo;Oslo;Dustin Norway;13,4;0;0,190512;No;11965,76;0,088908686;400;9999;1;No
9239;Yes;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;13,4;105860;0,128644;No;174482,32;0,08485066;75;9999;33;No
9240;No;SMB Small;Not Defined;Tampere;Pirkanmaa;Dustin Finland;6,5;3706,3;0;No;8375,51;0,029324781;5;9999;2;No
9241;No;SMB Mid;Mid HRLF;Stockholm;Stockholm;Dustin Sweden;30;0;0;No;49322,89;0,138508307;461;461;4;Yes
9242;No;SMB Small;Unassigned_SE;Boden;Norrbotten;Dustin Sweden;1,8;12024;0;No;2328;0,237439863;39;9999;1;No
9243;No;SMB Small;Unassigned_SE;Örebro;Örebro;Dustin Sweden;1,8;39708;0,183783;No;94170,62;0,090951191;329;9999;7;No
9244;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;0,256561;No;65727,01;0,132207901;385;9999;2;No
9245;No;SMB Small;Unassigned_SE;Mark;Västra Götaland;Dustin Sweden;1,8;15102;0,422749;No;1644;0,160328467;250;9999;1;No
9246;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,3;28678;0,31065;No;36178,92;0,145863392;90;9999;8;No
9247;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,3;15249;0,744671;No;2346;0,129846547;351;9999;3;No
9248;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,3;0;0;No;5695;0,122036874;620;9999;1;No
9249;No;SMB Small;Unassigned_SE;Gävle;Gävleborg;Dustin Sweden;-1;0;0,621162;No;5217,64;0,164743064;168;9999;2;No
9250;No;SMB Mid;Mid LRHF;Borås;Västra Götaland;Dustin Sweden;30;251700;0,189207;No;502229,27;0,133733464;1;306;50;Yes
9251;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;13,4;171654;0,168957;No;132215,79;0,106990171;39;277;10;Yes
9252;No;SMB Small;Unassigned_NO;Vestvågøy;Nordland;Dustin Norway;-1;0;1;No;983,07;0,228000041;519;9999;1;No
9253;No;SMB Small;Unassigned_SE;Helsingborg;Skåne;Dustin Sweden;6,5;54535;0,352456;No;102710,45;0,167048922;60;9999;16;No
9254;No;SMB Small;Unassigned_SE;Helsingborg;Skåne;Dustin Sweden;13,4;89512;0,089634;No;78221,8;0,100326891;27;9999;7;No
9255;No;SMB Small;Unassigned_SE;Landskrona;Skåne;Dustin Sweden;1,3;28678;0,171016;No;75824,2;0,153416719;14;9999;17;No
9256;No;SMB Small;Unassigned_SE;Vellinge;Skåne;Dustin Sweden;1,8;19602;0;No;4239;0,100103798;176;9999;1;No
9257;No;Corporate;Valle Haro;Kouvola;Kymenlaakso;Dustin Finland;13,4;16523,2;0,141189;No;11362,25;0,144524192;161;9999;3;No
9258;No;SMB Small;Unassigned_DK;Thisted;Nordjylland;Dustin Denmark;13,4;102912;0,130354;No;12982,06;0,130203527;188;9999;1;No
9259;Yes;Public;Andreas Braderup Klinge;Haram;Møre og Romsdal;Dustin Norway;2922,1;24144722,13;0,032226;No;19069,66;0,065772017;40;9999;10;No
9260;No;SMB Small;Unassigned_SE;Eskilstuna;Södermanland;Dustin Sweden;6,5;67405;0,066748;No;20000,58;0,09688119;337;9999;4;No
9261;Yes;SMB Small;Unassigned_SE;Gävle;Gävleborg;Dustin Sweden;-1;0;0,199411;No;91292,37;0,101895591;260;581;23;Yes
9262;No;SMB Small;Unassigned_SE;Karlshamn;Blekinge;Dustin Sweden;1,3;0;0,138601;No;18167,16;0,04113136;494;9999;2;No
9263;Yes;Public;Unassigned_DK;Aalborg;Nordjylland;Dustin Denmark;30;327600;0,150917;No;256155,68;0,105266649;8;162;55;Yes
9264;No;SMB Small;Unassigned_DK;Syddjurs;Midtjylland;Dustin Denmark;1,3;17602;0;No;275,17;0,194170876;306;9999;1;No
9265;No;SMB Mid;Unassigned_DK;Frederikshavn;Nordjylland;Dustin Denmark;138,3;1062144;0,159887;No;62667,27;0,102071943;124;9999;10;No
9266;No;SMB Small;Unassigned_SE;Norrköping;Östergötland;Dustin Sweden;1,8;0;0,251875;No;3200;0,226578125;511;9999;2;No
9267;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;15102;0,217914;No;58867;0,12092055;40;9999;6;No
9268;No;SMB Small;Unassigned_SE;Sollentuna;Stockholm;Dustin Sweden;1,3;14157;0;No;6486,4;0,046138074;137;9999;1;No
9269;No;SMB Small;Unassigned_DK;Frederiksberg;Hovedstaden;Dustin Denmark;1,3;16653;0,149628;No;19923,11;0,149756238;49;9999;6;No
9270;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;-1;0;0;No;3130,7;0,080547481;379;9999;1;No
9271;Yes;Corporate;Lars Erik Kristiansen;Lier;Buskerud;Dustin Norway;150,4;842240;0,21789;No;1687512,04;0,114470123;4;288;163;Yes
9272;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;6,5;164645;1;No;708,44;0,153096945;263;9999;1;No
9273;No;SMB Small;Not Defined;Espoo;Uusimaa;Dustin Finland;1,8;2497,5;0;No;6839,56;0,009114621;286;9999;1;No
9274;No;SMB Small;Unassigned_DK;Furesø;Hovedstaden;Dustin Denmark;-1;0;1;No;1982,95;0,121067097;210;9999;1;No
9275;No;SMB Large;SMB SE Pool;Stockholm;Stockholm;Dustin Sweden;307;2575730;0,719136;No;20672;0,221764706;84;9999;7;No
9276;No;SMB Small;Unassigned_SE;Lidingö;Stockholm;Dustin Sweden;1,8;0;0,221814;No;8994;0,197470536;672;9999;1;No
9277;Yes;SMB Small;Unassigned_SE;Leksand;Dalarna;Dustin Sweden;1,8;39708;0,077328;No;29309,46;0,080471288;12;9999;7;No
9278;No;SMB Small;Unassigned_SE;Norrköping;Östergötland;Dustin Sweden;1,8;0;0,84682;No;1038;0,177302505;370;9999;1;No
9279;No;SMB Small;Unassigned_SE;Örebro;Örebro;Dustin Sweden;1,8;19602;0;No;7998;0,084698675;56;56;1;Yes
9280;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;13,4;339422;0,627184;No;6779,7;0,175062318;39;9999;8;No
9281;No;SMB Mid;Unassigned_DK;Fredericia;Syddanmark;Dustin Denmark;30;287700;0,261401;No;363410,92;0,143135407;26;9999;118;No
9282;No;SMB Small;Unassigned_SE;Sigtuna;Stockholm;Dustin Sweden;1,8;16182;0,190988;No;53249,42;0,132005381;167;9999;12;No
9283;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;13,4;145926;0,131307;No;232104,31;0,102050152;127;9999;21;No
9284;No;SMB Small;Unassigned_SE;Falun;Dalarna;Dustin Sweden;13,4;112426;0;No;19682,6;0,059929582;331;9999;2;No
9285;No;SMB Small;Unassigned_SE;Järfälla;Stockholm;Dustin Sweden;1,3;0;1;No;718;0,202841226;560;9999;1;No
9286;No;SMB Small;Unassigned_SE;Täby;Stockholm;Dustin Sweden;6,5;54535;0,500284;No;99115,54;0,203575342;25;9999;19;No
9287;No;SMB Small;Unassigned_SE;Karlskoga;Örebro;Dustin Sweden;1,8;0;0,081176;No;6529;0,083767805;702;9999;2;No
9288;No;SMB Small;Unassigned_DK;Syddjurs;Midtjylland;Dustin Denmark;1,3;0;1;No;660,96;0,164488017;432;9999;1;No
9289;No;SMB Small;Unassigned_SE;Järfälla;Stockholm;Dustin Sweden;1,8;0;0,02271;No;28137;0,123262608;644;9999;3;No
9290;No;SMB Small;Not Defined;Helsinki;Uusimaa;Dustin Finland;1,8;1858,86;0;No;13501,41;0,07749561;288;9999;3;No
9291;No;SMB Mid;Mid HRHF;Ulricehamn;Västra Götaland;Dustin Sweden;13,4;112426;0,287076;No;189591,84;0,187205473;18;357;40;Yes
9292;No;SMB Small;Unassigned_SE;Hudiksvall;Gävleborg;Dustin Sweden;1,8;15102;0,118458;No;1899,4;0,107949879;50;9999;1;No
9293;No;SMB Small;Unassigned_DK;Roskilde;Sjælland;Dustin Denmark;1,3;16653;0;No;7548,5;0,177170299;174;9999;2;No
9294;Yes;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;13,4;118858;0,083801;No;38856,93;0,078101126;53;9999;4;No
9295;No;SMB Small;Unassigned_SE;Varberg;Halland;Dustin Sweden;1,8;39708;1;No;695;0,289669065;175;9999;1;No
9296;No;SMB Small;Unassigned_SE;Köping;Västmanland;Dustin Sweden;1,8;12024;0,21836;No;24954,17;0,174523537;22;9999;6;No
9297;No;SMB Mid;Unassigned_NO;Oslo;Oslo;Dustin Norway;13,4;298552;0,014052;No;31462,12;0,075925271;36;9999;2;No
9298;No;SMB Small;Unassigned_SE;Malmö;Skåne;Dustin Sweden;1,3;0;0;No;649;0,129044684;470;9999;1;No
9299;No;SMB Small;Unassigned_SE;Malmö;Skåne;Dustin Sweden;1,8;0;0,039487;No;11092;0,11542463;397;9999;4;No
9300;No;SMB Small;Unassigned_SE;Täby;Stockholm;Dustin Sweden;13,4;89512;0,169143;No;85939;0,098198722;28;9999;14;No
9301;No;SMB Mid;Mid - Segmentet;Ängelholm;Skåne;Dustin Sweden;68;797640;0,169881;No;24152,2;0,066547147;298;364;5;Yes
9302;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;19602;1;No;1587;0,225229994;85;9999;1;No
9303;No;SMB Small;Unassigned_SE;Not Defined;Not Defined;Dustin Sweden;1;0;1;No;1590;0,328301887;14;9999;1;No
9304;No;SMB Small;Unassigned_DK;Lyngby-Taarbæk;Hovedstaden;Dustin Denmark;1,8;23058;0,21058;No;12178,4;0,080917033;54;9999;1;No
9305;Yes;Corporate;Tommy Nilsen;Oslo;Oslo;Dustin Norway;1652,1;39914736;0,095878;No;103054,78;0,122663015;161;9999;11;No
9306;No;SMB Large;Unassigned_SE;Uppsala;Uppsala;Dustin Sweden;6,5;143390;0,352743;No;236503,55;0,130016822;4;9999;49;No
9307;Yes;SMB Small;Unassigned_SE;Mellerud;Västra Götaland;Dustin Sweden;13,4;0;0,042062;No;6632,92;0,05107856;442;9999;1;No
9308;No;SMB Small;Unassigned_DK;Vordingborg;Sjælland;Dustin Denmark;1,3;5905,9;0;No;1567,03;0,228419367;57;9999;1;No
9309;No;SMB Small;Unassigned_SE;Tidaholm;Västra Götaland;Dustin Sweden;1,3;28678;0,007791;No;25411;0,138719452;314;9999;5;No
9310;No;SMB Small;Unassigned_SE;Grums;Värmland;Dustin Sweden;1,8;21114;0,38139;No;36207;0,11376557;47;9999;6;No
9311;No;SMB Small;Unassigned_SE;Örebro;Örebro;Dustin Sweden;1,8;15102;0,909174;No;26083;0,234251812;95;9999;5;No
9312;No;SMB Small;Unassigned_SE;Nacka;Stockholm;Dustin Sweden;1,3;7200,7;0,049919;No;5989,64;0,025949807;331;9999;1;No
9313;No;SMB Mid;Mid - Segmentet;Hässleholm;Skåne;Dustin Sweden;30;351900;0,025636;No;52543,98;0,107112366;307;307;10;Yes
9314;No;SMB Small;Unassigned_SE;Örebro;Örebro;Dustin Sweden;6,5;0;0,242339;No;16906;0,093850112;376;9999;5;No
9315;No;SMB Small;Not Defined;Helsinki;Uusimaa;Dustin Finland;1,8;0;0;No;15292,15;0,047906933;655;9999;1;No
9316;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;0;No;18498;0,052318629;596;9999;2;No
9317;No;SMB Large;Unassigned_DK;Albertslund;Hovedstaden;Dustin Denmark;81,4;1042734;0;No;13390,66;0,066716652;263;9999;1;No
9318;No;SMB Small;Unassigned_SE;Västerås;Västmanland;Dustin Sweden;1,3;0;0,183275;No;9794;0,081775577;693;9999;2;No
9319;No;SMB Small;Unassigned_SE;Gotland;Gotland;Dustin Sweden;1,8;0;0,630495;No;20016,01;0,109541812;386;386;2;Yes
9320;No;SMB Small;Unassigned_SE;Halmstad;Halland;Dustin Sweden;1,3;0;0;No;699;0,112446352;728;728;1;Yes
9321;No;SMB Small;Unassigned_DK;Horsens;Midtjylland;Dustin Denmark;1,8;0;1;No;1672,85;0,049478435;456;9999;1;No
9322;No;SMB Mid;Mid LRLF;Lomma;Skåne;Dustin Sweden;30;0;0;No;2099;0,06213435;700;9999;1;No
9323;No;SMB Small;Unassigned_SE;Helsingborg;Skåne;Dustin Sweden;1,8;19602;1;No;679;0,274815906;334;9999;1;No
9324;No;SMB Small;Unassigned_NO;Valle;Aust-Agder;Dustin Norway;13,4;0;0;No;3203,53;0,028662132;630;9999;1;No
9325;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;1,3;16653;1;No;1335,92;0,097528295;27;9999;2;No
9326;No;SMB Small;Unassigned_SE;Mölndal;Västra Götaland;Dustin Sweden;13,4;0;0,054193;No;19449;0,07361561;599;9999;4;No
9327;No;SMB Small;Unassigned_SE;Härryda;Västra Götaland;Dustin Sweden;6,5;26136,5;0,05559;No;8904,4;0,144756525;70;9999;3;No
9328;No;SMB Mid;Unassigned_NO;Båtsfjord;Finnmark;Dustin Norway;137;0;0,222575;No;109948,31;0,217259092;385;9999;19;No
9329;No;SMB Mid;Mid - Segmentet;Orust;Västra Götaland;Dustin Sweden;30;351900;0,186642;No;160065,67;0,161750674;174;194;39;Yes
9330;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;13,4;126228;0,583855;No;71331;0,091295089;12;9999;10;No
9331;No;SMB Mid;Mid - Segmentet;Gotland;Gotland;Dustin Sweden;6,5;54535;0,242233;No;34797;0,127732276;245;9999;11;No
9332;Yes;SMB Mid;Mid - Segmentet;Sävsjö;Jönköping;Dustin Sweden;30;351900;0,390449;No;99232,61;0,094257523;22;9999;26;No
9333;No;SMB Small;Unassigned_SE;Uddevalla;Västra Götaland;Dustin Sweden;1,8;0;0,182142;No;2800;0,248285714;678;9999;1;No
9334;No;SMB Mid;Unassigned_NO;Oslo;Oslo;Dustin Norway;137;1037090;0,176047;No;27090,96;0,149785021;81;1013;10;Yes
9335;No;SMB Small;Not Defined;Helsinki;Uusimaa;Dustin Finland;13,4;36689,2;0;No;2526,41;0,137614243;343;9999;1;No
9336;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;0,05182;No;6541,84;0,117517396;404;9999;1;No
9337;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;6,5;143390;0,069327;No;269173;0,113732098;13;9999;16;No
9338;No;SMB Small;Unassigned_DK;Næstved;Sjælland;Dustin Denmark;1,8;23058;0;No;3871,86;0,159207719;47;9999;1;No
9339;Yes;SMB Mid;Unassigned_DK;Bornholm;Hovedstaden;Dustin Denmark;30;406200;0,111331;No;48913,88;0,126170731;7;329;5;Yes
9340;No;SMB Small;Unassigned_SE;Motala;Östergötland;Dustin Sweden;1,3;10907;0,331588;No;14711;0,173808035;8;9999;3;No
9341;No;SMB Small;Not Defined;Espoo;Uusimaa;Dustin Finland;1,8;4928,4;0;No;4305,54;0,112443503;173;9999;1;No
9342;No;SMB Small;Unassigned_SE;Malmö;Skåne;Dustin Sweden;6,5;0;1;No;2345;0,247292111;669;9999;1;No
9343;No;SMB Small;Unassigned_DK;Egedal;Hovedstaden;Dustin Denmark;6,5;49920;0;No;4635,76;0,048255302;183;9999;1;No
9344;Yes;Public;Shuvan Mustafa;Uddevalla;Västra Götaland;Dustin Sweden;19,9;220094;0,088078;No;58721,78;0,070433832;264;9999;7;No
9345;Yes;SMB Small;Unassigned_SE;Helsingborg;Skåne;Dustin Sweden;1,8;0;0,176734;No;4238;0,118246815;655;9999;2;No
9346;No;SMB Small;Unassigned_SE;Eksjö;Jönköping;Dustin Sweden;-1;0;0,176208;No;1572;0,326227735;25;25;2;Yes
9347;No;SMB Small;Unassigned_DK;Tårnby;Hovedstaden;Dustin Denmark;1,3;15782;0;No;26145,04;0,046239746;105;9999;1;No
9348;No;SMB Small;Unassigned_DK;Kerteminde;Syddanmark;Dustin Denmark;13,4;137484;0;No;6930,79;0,123048022;358;9999;1;No
9349;No;SMB Small;Unassigned_SE;Nacka;Stockholm;Dustin Sweden;1,8;0;0,021448;No;33941;0,063202911;711;739;3;Yes
9350;No;SMB Small;Not Defined;Helsinki;Uusimaa;Dustin Finland;13,4;13838,18;0;No;42058,08;0,107793794;342;9999;2;No
9351;Yes;SMB Mid;Mid - Segmentet;Nacka;Stockholm;Dustin Sweden;1,8;40752;0,120044;No;361181;0,117676733;19;285;37;Yes
9352;No;SMB Small;Unassigned_DK;Fredensborg;Hovedstaden;Dustin Denmark;1,3;0;1;No;1022,64;0,110498318;663;9999;1;No
9353;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;13,4;295604;0,136462;No;278109,03;0,106856653;63;628;23;Yes
9354;No;SMB Mid;Mid - Segmentet;Sjöbo;Skåne;Dustin Sweden;13,4;0;0,147838;No;6453;0,076731753;659;9999;1;No
9355;No;SMB Small;Unassigned_NO;Kongsberg;Buskerud;Dustin Norway;1,3;15964;0,397698;No;15777,65;0,166718745;295;9999;5;No
9356;No;SMB Small;Unassigned_SE;Västerås;Västmanland;Dustin Sweden;6,5;70785;0,263587;No;103028,42;0,190991088;217;217;25;Yes
9357;No;SMB Small;Unassigned_SE;Huddinge;Stockholm;Dustin Sweden;-1;0;0,280506;No;48387,4;0,137657531;267;791;4;Yes
9358;No;SMB Small;Unassigned_SE;Sundsvall;Västernorrland;Dustin Sweden;1,3;13598;0;No;3352;0,146423031;250;9999;1;No
9359;Yes;SMB Small;Unassigned_SE;Gnosjö;Jönköping;Dustin Sweden;13,4;157182;0,12366;No;38719,97;0,076550937;15;9999;4;No
9360;No;SMB Small;Unassigned_SE;Södertälje;Stockholm;Dustin Sweden;1,3;28678;0,423848;No;6221,56;0,073814285;36;9999;2;No
9361;No;SMB Small;Unassigned_SE;Karlskrona;Blekinge;Dustin Sweden;1,3;0;0,425158;No;6781;0,131389176;684;9999;3;No
9362;No;SMB Small;Unassigned_SE;Landskrona;Skåne;Dustin Sweden;1,3;7200,7;0,013133;No;7995;0,099100688;186;9999;3;No
9363;No;SMB Small;Not Defined;Espoo;Uusimaa;Dustin Finland;30;30981;0;No;31016,96;0,201152853;138;9999;1;No
9364;No;SMB Small;Not Defined;Ylivieska;Pohjois-Pohjanmaa;Dustin Finland;30;0;0,221431;No;664,81;0,255712158;666;9999;1;No
9365;No;SMB Mid;Unassigned_DK;København;Hovedstaden;Dustin Denmark;-1;0;0,170839;No;27738,1;0,176233772;288;288;8;Yes
9366;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;6,5;70785;0,096662;No;267012,48;0,087447748;46;9999;14;No
9367;No;SMB Small;Basem El Mehdi;Nacka;Stockholm;Dustin Sweden;6,5;71890;0;No;18347,65;0,176029628;278;9999;1;No
9368;No;SMB Mid;Mid - Segmentet;Partille;Västra Götaland;Dustin Sweden;30;311100;0,026057;No;170203,38;0,102690969;57;935;16;Yes
9369;No;SMB Small;Unassigned_SE;Ängelholm;Skåne;Dustin Sweden;1,3;0;1;No;3695;0,188362652;477;9999;1;No
9370;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;0,166527;No;4798;0,163574406;656;9999;1;No
9371;No;SMB Small;Unassigned_SE;Vara;Västra Götaland;Dustin Sweden;1,8;15102;0,054919;No;41789,5;0,080474521;50;9999;4;No
9372;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;15102;0,984172;No;129522;0,322092077;15;746;21;Yes
9373;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,3;0;0;No;4499;0,017717271;601;9999;1;No
9374;No;SMB Small;Unassigned_SE;Vallentuna;Stockholm;Dustin Sweden;6,5;43420;1;No;790;0,355088608;133;9999;1;No
9375;Yes;Public;Andreas Braderup Klinge;Trondheim;Sør-Trøndelag;Dustin Norway;2501,3;22487081,33;0,643441;No;377290,41;0,843730987;12;9999;129;No
9376;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;19602;0,144193;No;86925;0,122936324;53;9999;6;No
9377;No;SMB Large;Jakob Bade;Kolding;Syddanmark;Dustin Denmark;46,3;493885;0;No;46235,65;0,082055513;54;54;4;Yes
9378;No;SMB Small;Unassigned_SE;Malmö;Skåne;Dustin Sweden;1,8;19602;0;No;37687,42;0,065068397;1;9999;6;No
9379;No;SMB Small;Unassigned_NO;Ullensaker;Akershus;Dustin Norway;1,8;40104;0,3861;No;14345,04;0,144539855;134;9999;5;No
9380;No;SMB Small;Unassigned_DK;Læsø;Nordjylland;Dustin Denmark;1,3;0;0,028891;No;10457,88;0,190004093;475;9999;1;No
9381;No;SMB Small;Unassigned_SE;Lidingö;Stockholm;Dustin Sweden;1,3;14157;0,149168;No;55346,64;0,115522279;46;662;9;Yes
9382;No;SMB Mid;Mid - Segmentet;Mark;Västra Götaland;Dustin Sweden;30;661800;0,47541;No;12681,66;0,202737654;239;9999;3;No
9383;Yes;Public;Rasmus Winther;Odense;Syddanmark;Dustin Denmark;8,3;92047;0,213618;No;8158,46;0,050179813;9;9999;7;No
9384;No;SMB Mid;Mid - Segmentet;Halmstad;Halland;Dustin Sweden;30;200400;0,079847;No;112677,17;0,10861872;182;9999;10;No
9385;No;SMB Small;Unassigned_SE;Bollnäs;Gävleborg;Dustin Sweden;13,4;120466;0;No;8129;0,049092139;145;145;1;Yes
9386;No;SMB Small;Unassigned_SE;Tjörn;Västra Götaland;Dustin Sweden;-1;0;0,032425;No;2313;0,090440986;589;9999;1;No
9387;No;Public;Public SE Online;Linköping;Östergötland;Dustin Sweden;13,4;105860;0;No;10994,52;0,061209584;43;9999;2;No
9388;No;SMB Small;Unassigned_SE;Mariestad;Västra Götaland;Dustin Sweden;1,8;19602;0,08282;No;15974,4;0,102962866;210;9999;1;No
9389;No;SMB Small;Unassigned_SE;Solna;Stockholm;Dustin Sweden;1,8;19602;0,278837;No;12796;0,195704908;22;9999;4;No
9390;No;SMB Small;Unassigned_DK;Holstebro;Midtjylland;Dustin Denmark;30;0;1;No;4663,3;0,189835524;726;9999;1;No
9391;No;SMB Mid;Unassigned_DK;Roskilde;Sjælland;Dustin Denmark;30;287700;0;No;2829,91;0,260481782;162;9999;2;No
9392;No;SMB Small;Not Defined;Espoo;Uusimaa;Dustin Finland;6,5;0;0;No;2437,44;0,068822207;587;9999;1;No
9393;Yes;SMB Small;Unassigned_SE;Uppsala;Uppsala;Dustin Sweden;1,8;15102;0,240809;No;24718,92;0,13219105;99;9999;4;No
9394;No;SMB Small;Unassigned_SE;Örebro;Örebro;Dustin Sweden;1,3;0;0,356695;No;5593;0,19519578;543;9999;2;No
9395;No;Corporate;Daniel Källberg;Ånge;Västernorrland;Dustin Sweden;30;251700;0,208139;No;196910,8;0,274865117;54;9999;4;No
9396;No;SMB Small;Unassigned_SE;Lund;Skåne;Dustin Sweden;1,8;19602;0,308907;No;35645;0,12574246;182;9999;2;No
9397;No;SMB Small;Unassigned_SE;Täby;Stockholm;Dustin Sweden;1,8;19602;0,047866;No;32131;0,116434285;195;195;1;Yes
9398;No;SMB Small;Unassigned_DK;Frederiksberg;Hovedstaden;Dustin Denmark;1,8;18324;0,228823;No;45349,66;0,119705638;161;9999;13;No
9399;No;SMB Small;Unassigned_SE;Lund;Skåne;Dustin Sweden;1,3;10907;0;No;798;0,03764411;46;9999;1;No
9400;No;SMB Small;Unassigned_SE;Mölndal;Västra Götaland;Dustin Sweden;1,8;15102;0,103718;No;157541,84;0,123225297;78;284;20;Yes
9401;No;SMB Small;Unassigned_NO;Sandnes;Rogaland;Dustin Norway;1,8;0;0,164544;No;4672,04;0,217057217;383;9999;4;No
9402;No;SMB Small;Not Defined;Kuopio;Pohjois-Savo;Dustin Finland;1,8;1492,38;0;No;6106,32;0,046026084;259;9999;1;No
9403;No;SMB Small;Unassigned_SE;Lerum;Västra Götaland;Dustin Sweden;30;351900;0,021247;No;14589,8;0,05195342;47;9999;2;No
9404;No;SMB Small;Unassigned_DK;Næstved;Sjælland;Dustin Denmark;6,5;62335;0,44053;No;7058,65;0,113647794;188;9999;2;No
9405;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;6,5;0;0;No;2097;0,134263233;552;9999;1;No
9406;No;SMB Small;Unassigned_SE;Växjö;Kronoberg;Dustin Sweden;1,8;19602;0;No;16066,4;0,10331686;208;208;1;Yes
9407;Yes;SMB Small;Unassigned_SE;Alingsås;Västra Götaland;Dustin Sweden;30;237000;0,95364;No;46929,07;0,251623993;6;9999;28;No
9408;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;13,4;339422;0,249314;No;19706,81;0,214745563;70;9999;2;No
9409;No;SMB Small;Unassigned_SE;Bromölla;Skåne;Dustin Sweden;5,4;0;0,298445;No;14857;0,157342667;404;9999;6;No
9410;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;0,291453;No;2539;0,242107129;502;9999;1;No
9411;No;SMB Small;Unassigned_SE;Uppsala;Uppsala;Dustin Sweden;1,3;28678;0,029013;No;3412,26;0,082221167;145;9999;2;No
9412;Yes;Corporate;Jan Tufvander;Solna;Stockholm;Dustin Sweden;1214,7;10977153;0,685268;No;61338;0,102472529;4;9999;53;No
9413;No;SMB Mid;Unassigned_DK;Haderslev;Syddanmark;Dustin Denmark;30;327600;0,473073;No;22121,61;0,160500524;90;9999;12;No
9414;No;Public;NON Portfolio DK LCD;Ballerup;Hovedstaden;Dustin Denmark;5503;56284215;0;No;2599,68;0,174798437;378;9999;1;No
9415;No;SMB Small;Unassigned_DK;Fredericia;Syddanmark;Dustin Denmark;1,8;0;0,133351;No;7849,27;0,066311899;644;9999;4;No
9416;No;SMB Small;Not Defined;Porvoo;Uusimaa;Dustin Finland;13,4;11109,94;0;No;7803,64;0,030583164;285;9999;1;No
9417;No;SMB Mid;Mid - Segmentet;Eskilstuna;Södermanland;Dustin Sweden;30;200400;0,104077;No;332884,39;0,096860445;6;9999;35;No
9418;No;SMB Mid;Unassigned_NO;Tinn;Telemark;Dustin Norway;30;0;0;No;3984,59;0,149874893;586;9999;1;No
9419;No;SMB Small;Unassigned_DK;Horsens;Midtjylland;Dustin Denmark;-1;12467;0;No;6715,72;0,110202629;210;9999;1;No
9420;No;SMB Small;Unassigned_SE;Söderköping;Östergötland;Dustin Sweden;6,5;143390;0,190732;No;81533,16;0,109179259;330;637;8;Yes
